image_name,brightness,sharpness,blur_score,contrast,entropy,colorfulness,faces,aspect_ratio,edge,color_r,color_g,color_b,avg_r,avg_g,avg_b,likes,followers
2022-12-24_15-33-23_UTC_1.jpg,174.914075,3419.6398764493747,3419.6398764493747,60.33325557499363,7.599559927870706,21.07618748660604,0,1.0,0.1794,195.61206,202.68312,202.55293,158.86039999999997,168.24925000000007,172.028325,25980,969148
2022-12-24_15-33-23_UTC_2.jpg,174.064225,2348.2842499375,2348.2842499375,59.15123747596073,7.726800723569454,25.14965698211797,1,1.0,0.2106,194.86038,199.87366,202.0174,155.39312499999997,162.06314999999995,170.31152500000007,25980,969148
2022-12-24_15-33-23_UTC_3.jpg,172.899625,3931.9972701993747,3931.9972701993747,63.654718392885066,7.681694052824596,21.186317987721154,0,1.0,0.16035,201.24721,205.86655,202.32675,154.86909999999997,162.71637500000003,166.13650000000004,25980,969148
2022-12-24_15-33-23_UTC_4.jpg,144.573225,1907.1565509974998,1907.1565509974998,66.77921975807669,7.373799307652141,33.99963058536849,2,1.0,0.1657,81.55808,89.21594,108.51681,116.72507499999998,125.08934999999994,141.64252499999998,25980,969148
2022-12-24_15-33-23_UTC_5.jpg,164.768375,3262.593710369375,3262.593710369375,61.91495589875176,7.741866314929353,21.82802746244095,1,1.0,0.1812,192.66171,197.95613,191.70863,150.94152499999996,158.2310500000001,157.84657499999997,25980,969148
2022-12-24_15-33-23_UTC_6.jpg,189.011175,1666.9825152743751,1666.9825152743751,64.63477192587594,7.30008224548642,22.278748835215602,0,1.0,0.1422,218.1293,221.08449,208.82724,176.10969999999998,183.08342500000003,178.28020000000015,25980,969148
2022-12-24_15-33-23_UTC_7.jpg,172.307075,2031.1726610443752,2031.1726610443752,66.48449813937361,7.571843844654982,22.848748627870602,1,1.0,0.149,202.69177,208.98059,210.51212,158.76099999999997,165.08485000000002,168.89067500000002,25980,969148
2022-12-25_15-59-34_UTC_1.jpg,174.844775,3466.5050996975006,3466.5050996975006,68.59313182625776,7.527895333450692,23.349038796861844,0,1.0,0.225325,191.99492,206.34085,215.61803,153.13170000000002,166.50955000000002,169.259,32578,969148
2022-12-25_15-59-34_UTC_2.jpg,164.189275,867.174171574375,867.174171574375,76.94555624822901,7.763704821456997,29.44536591932461,1,1.0,0.1396,190.85916,203.87741,209.27806,145.7459499999999,156.46705,152.27004999999997,32578,969148
2022-12-25_15-59-34_UTC_3.jpg,148.4897,2231.3688251775,2231.3688251775,69.12611068120353,7.767909080249067,28.965579896935854,1,1.0,0.198525,191.22906,197.50595,200.71294,132.083575,140.77230000000006,133.663575,32578,969148
2022-12-25_15-59-34_UTC_4.jpg,176.47795,3671.62663119,3671.62663119,69.69351272534266,7.425516833987252,23.611535603038615,0,1.0,0.23865,196.06818,209.39606,216.16556,156.08765000000002,169.23247500000008,168.44860000000006,32578,969148
2022-12-28_09-31-45_UTC_1.jpg,205.5121,1281.8332313943752,1281.8332313943752,57.26018182379772,7.220801824293271,68.47708926993774,1,1.0,0.098375,216.78223,217.7492,212.75005,199.61192500000004,185.12850000000014,169.0450749999999,11151,969148
2022-12-28_09-31-45_UTC_2.jpg,205.34395,1234.50269671,1234.50269671,58.82042808399456,7.257604879678319,68.14645973648841,1,1.0,0.1085,215.75784,219.07608,218.20035,197.59547499999985,185.84932499999996,172.01517499999997,11151,969148
2022-12-28_09-31-45_UTC_3.jpg,202.41515,2107.171104524375,2107.171104524375,59.72211467178113,7.150464855020305,40.595845694102266,0,1.0,0.10735,218.04611,225.60893,227.65091,191.089025,194.47102499999994,192.91420000000005,11151,969148
2022-12-28_09-31-45_UTC_4.jpg,202.2756,1588.8925,1588.8925,58.18297408069112,7.307266089439693,67.33083500900605,1,1.0,0.1207,214.68552,216.0616,212.58441,195.78467500000005,184.07077499999997,169.48212500000002,11151,969148
2023-01-05_06-46-32_UTC_1.jpg,164.062575,2936.015315949375,2936.015315949375,59.36555246234975,7.692430389468504,28.733361503115493,0,1.0,0.192925,100.09245,114.38572,128.5912,142.73685000000006,152.62387499999986,159.68727500000006,18242,969148
2023-01-05_06-46-32_UTC_10.jpg,100.374575,3978.8561661493754,3978.8561661493754,47.69145642646594,7.433853773322906,33.220554336138264,0,1.0,0.23845,39.860836,49.575333,68.04993,66.190025,79.88157499999998,99.44452500000003,18242,969148
2023-01-05_06-46-32_UTC_2.jpg,173.03915,1624.8870395993752,1624.8870395993752,60.0210852521793,7.597494054905556,33.81459206210017,1,1.0,0.182775,90.913055,109.74688,131.14148,144.51552500000003,157.48669999999993,171.11210000000003,18242,969148
2023-01-05_06-46-32_UTC_3.jpg,110.714225,3180.801013944375,3180.801013944375,72.93655076967583,7.497548449063645,50.84627314964755,4,1.0,0.1794,24.7551,34.41687,53.936504,68.77057500000002,83.82227500000006,110.03930000000004,18242,969148
